train_loss,train_regret_full,train_accuracy,validation_loss,validation_regret_full,validation_accuracy,test_loss,test_regret_full,test_accuracy,subepoch,time,validation_relaxation,hyperparams,capacity,total_time
133642.46875,199.33184814453125,0.842542270531401,103587.0703125,201.1218719482422,0.8378472222222222,132901.59375,161.0143814086914,0.8571092278719398,3,6.218548774719238,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
128891.0859375,199.33184814453125,0.8426554951690821,100134.1328125,201.1218719482422,0.8381944444444445,128590.328125,161.0143814086914,0.8571092278719398,4,7.767190933227539,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
124365.28125,198.8095474243164,0.8428442028985508,96829.4296875,201.1218719482422,0.8381944444444445,124469.96875,161.0143814086914,0.8568738229755178,5,9.334659099578857,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
120054.3671875,198.8095474243164,0.8427687198067633,93666.625,201.1218719482422,0.8378472222222222,120532.15625,158.30894470214844,0.8568738229755178,6,11.11036729812622,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
115947.8046875,199.33184814453125,0.8426554951690821,90639.40625,201.1218719482422,0.8381944444444445,116768.5703125,158.30894470214844,0.856638418079096,7,12.773963212966919,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
112035.5625,199.33184814453125,0.8426554951690821,87741.734375,201.1218719482422,0.8381944444444445,113171.265625,156.58828735351562,0.8572269303201506,8,14.535272359848022,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
108308.1171875,199.33184814453125,0.8426554951690821,84967.84375,201.1218719482422,0.8371527777777777,109732.65625,156.58828735351562,0.8574623352165726,9,16.196653127670288,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
104756.4296875,199.02081298828125,0.8427309782608695,82312.2578125,201.1218719482422,0.8371527777777777,106445.5390625,156.58828735351562,0.8576977401129944,10,18.070513010025024,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
101371.9375,199.02081298828125,0.8428442028985508,79769.7421875,201.1218719482422,0.8371527777777777,103303.0390625,156.58828735351562,0.8576977401129944,11,19.948325634002686,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
98146.5,199.02081298828125,0.8427309782608695,77335.3125,201.1218719482422,0.8371527777777777,100298.59375,156.58828735351562,0.8576977401129944,12,21.643096923828125,False,"{'lr': 0.01, 'momentum': 0.1}",210,1844.4740211963654
